date,ki_role,ki_role_other,ki_resident,ki_disp_status,ki_gender,region,district,settlement,settlement_nearest,settlement_other,site_name,locale,settlement_type,number_families,number_individuals,ki_keeps_record,males_0_1,females_0_1,males_1_4,females_1_4,males_5_17,females_5_17,males_18_59,females_18_59,males_60_over,females_60_over,children,adult_males,adult_females,elderly_males,elderly_females,,pop_idps,pop_refugees,pop_returning_idps,pop_returning_refugees,pop_host,idps_arrived,site_full,site_wall,site_expand,site_pathway,site_occupied,site_occupied_majority,camp_management,cm_agency,committees_onsite,women_representation,conflict_resolution,community_space,womens_space,,landowner,landowner_other,private_landowner,private_landowner_other,tenure_agreement,agreement_level,agreement_written,agreement_timed,agreement_expires,recognised_by_authority,rent_charged,rent_charged_other,past_flood,past_flood_date,eviction_three_months,idp_aoo_primary,idp_primary_left,idp_primary_left_other,idp_aoo_secondary,idp_secondary_left,,idp_secondary_left_other,idp_aoo_tertiary,idp_tertiary_left,unacc_minors,separated_children,child_hh,phys_disabled,mental_disabled,friction_host,friction_site,eviction_notice,security_risks,free_movt_men,night_light,physical_violence,security_provider,uasc_month,child_recruitment,shelter_types,,shelter_number,electricity,shelter_support,shelter_support_types,,shelter_support_types_other,shelter_lock,shelter_sleeping_sep,nfi_market_avail,nfi_market_distance,wood_collection,wood_distance,toilets_male,toilets_female,toilets_nondisag,bathing,toilets_male_func,toilets_female_func,toilets_nondisag_func,bathing_func,handwashing_toilets,toilets_lock,toilets_lit,toilets_dist,potable_water,potable_water_functioning,water_problems,damaged,dry,polluted,other33,water_problems_other,water_sources,water_sources_other,water_source_distance,water_avail_days,waste_disposal,food_distr,food_distr_freq,food_distr_last,food_market_avail,food_market_dist,food_source,health_avail,health_dist,impediments_othergroups,health_issues,,disease_outbreak,outbreak_last,outbreak_type,outbreak_other,school_avail,school_dist,school_type,nutrition_avail,nutrition_dist,nutrition_service,info_sources,,info_needs,info_sufficient,complaints_mechanism,primary_language,secondary_languages,,geopoint_latitude,geopoint_longitude,n_validation/reliable_ki,n_validation/supported_obs,,female_staff,health_birth,impediments_women,types_impediments,
42996,gatekeeper ,0,yes,idp,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Bardaale,urban,planned_site,125,350,no, , , , , , , , , , ,100,100,50,50,50,125,125,0,0,0,0,20,no,no,no,no,42767,42856,no_management, ,residents,1,0,0,0,0,private, ,other,Goofle ,informal,community, ,no, ,no,no_rent, ,no, ,no,bay,conflict_community drought, ,lower_shabelle,conflict_community drought,1, ,middle_shabelle,conflict_community drought,0,0,0,0,0,no,no,no, ,yes,no,no,clan, ,no,buul tent,1,180,no,no, , , ,no,no,no, ,no, ,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,5,7,weekly,none, , ,no, ,market,no, , ,cholera_awd,1,yes,42856,cholera_awd, ,no, , ,no, , ,friends_family,1,food water,no,no,somali_standard,somali_maay,2.0513416666666666 45.25922666666667 111.6 4.9,2.051341667,45.25922667,yes,yes,yes, ,no, , , 
42998,community_leader ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Weydow,Runta,urban,spontaneous_site,170,340,no, , , , , , , , , , ,100,40,100,50,50,170,100,70,0,0,0,15,yes,no,no,no,42826,42948,no_management, ,residents,1,0,0,0,0,none, , , , , , , , ,no,no_rent, ,no, ,no,bakool,conflict_community drought, ,bay,conflict_community drought,1, ,lower_shabelle,conflict_community drought,0,5,0,2,0,no,no,no, ,yes,no,yes,clan,no,no,buul tent,1,170,no,no, , , ,no,yes,no, ,yes,15,0,0,2,0, , ,2, ,no,yes,no,yes,yes,yes, , , , , , ,truck, ,6,2,more_month,none, , ,yes,4,household,no, , ,cholera_awd diphtheria,1,yes,42948,diphtheria, ,no, , ,no, , ,friends_family radio,1,food health water,no,no,somali_standard,somali_maay bravanese,2.06864706 45.25631262 66.0 5.0,2.06864706,45.25631262,yes,yes,yes, ,yes, , , 
43002,gatekeeper ,0,yes,idp,female,banadir,mogadishu_kahda,other,other,tabeelaha,Guuleed,urban,planned_site,85,510,no, , , , , , , , , , ,300,80,100,15,15,85,85,0,0,0,0,85,yes,no,no,no,42979,42979,no_management, ,residents womens elder_meeting,1,1,1,0,0,private, ,business, ,informal,family, ,no, ,no,no_rent, ,no, ,no,lower_shabelle,conflict_community threats drought, ,bay,drought,0, ,bakool,drought,30,30,80,7,1,no,no,no,0,yes,no,no,clan,no,no,buul,1,85,no,no, , , ,no,no,yes,15,no, ,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,10,5,weekly,none, , ,yes,15,market,no, , ,cholera_awd malaria polio,1,yes,42979,cholera_awd, ,no, , ,no, , ,friends_family religious_leader,1,missing_persons food health contact_aid water,no,yes,somali_maay,somali_standard,2.0497466666666666 45.25829 210.4 5.0,2.049746667,45.25829,yes,yes,yes, ,yes, , , 
42997,camp_manager ,0,yes,idp,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Nasteexo 2,urban,spontaneous_site,78,200,no, , , , , , , , , , ,80,20,80,10,10,78,78,0,0,0,0,30,no,yes,yes,no,42767,42856,residents, ,womens health,0,1,0,0,1,private, ,other,Goofle ,informal,family, ,no, ,yes,no_rent, ,no, ,no,lower_shabelle,conflict_other drought no_livelihoods, ,bay,conflict_other no_livelihoods,0, ,bakool,threats floods no_livelihoods,2,10,1,2,0,no,no,no, ,yes,no,yes,clan,yes,no,buul,1,250,no,no, , , ,yes,no,no, ,no, ,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,40,5,monthly,none, , ,yes,40,household,no, , ,cholera_awd malaria,1,no,42979,cholera_awd, ,no, , ,no, , ,religious_leader community_leader radio,0,food access_id water shelter other,yes,no,somali_maay,somali_standard,2.0501133333333335 45.25849166666667 95.1 4.7,2.050113333,45.25849167,yes,yes,yes, ,no, , , 
43002,gatekeeper ,0,yes,idp,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Imam 2,peri_urban,planned_site,138,360,yes,50,50,50,50,50,50,20,20,20,0,250,20,20,20,0,138,138,0,0,0,0,14,yes,no,yes,no,42979,42979,local_authority, ,residents womens,1,1,0,0,0,private, ,business, ,formal,community,written,no, ,no,no_rent, ,no, ,no,middle_shabelle,conflict_community, ,bay,conflict_community,1, ,bakool,conflict_community,0,3,0,16,2,no,no,no,0,yes,no,no,nat_police,no,no,buul,1,140,no,no, , , ,no,no,no, ,yes,25,1,1,0,0,1,1, , ,no,no,no,no,no, , , , , , , , , ,25,5,weekly,none, , ,no, ,dnk,no, , ,malaria,0,yes,42979,malaria, ,yes,28,quranic,no, , ,friends_family,1,food health water shelter,no,no,somali_maay,somali_standard,2.067325 45.23371166666667 170.1 5.0,2.067325,45.23371167,yes,yes,yes, ,yes, , , 
42998,  Deputy chair,Deputy chair,yes,idp,male,banadir,mogadishu_kahda,other,NA-3807-Z08-001,Kaxda,Iftin 4,urban,spontaneous_site,70,210,no, , , , , , , , , , ,120,20,40,10,20,70,70,0,0,0,0,20,yes,no,yes,yes,41791,42856,no_management, ,residents womens,1,1,0,0,0,private, ,host, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,lower_shabelle,conflict_community drought, ,bay,conflict_community drought,1, ,bakool,conflict_community drought,3,5,15,1,0,no,no,yes, ,yes,no,no,nat_army,yes,no,buul timber_plastic,1,70,no,no, , , ,no,no,no, ,yes,15,0,0,2,0, , ,2, ,no,no,no,no,yes,yes, , , , , , ,kiosk, ,15,7,daily,none, , ,yes,90,market,no, , ,cholera_awd malaria,1,yes,42826,cholera_awd, ,no, , ,no, , ,friends_family radio,1,missing_persons food health water shelter,no,no,somali_maay,somali_standard,2.0552833333333336 45.26616166666666 124.6 4.9,2.055283333,45.26616167,yes,yes,yes, ,yes, , , 
43002,gatekeeper ,0,no,idp,male,hiraan,belet_weyne,NB-3815-G05-001, , ,Gabooye3,urban,spontaneous_site,50,200,no, , , , , , , , , , ,100,20,40,20,20,40,20,0,10,10,10,0,no,no,no,no,42012,42378,local_authority, ,residents,1,0,0,0,0,private, ,business, ,none, , , , ,no,no_rent, ,yes,42378,no,hiraan,conflict_community drought, ,bakool,conflict_community drought,1, ,bay,conflict_community drought,10,10, ,1, ,no,no,no, ,no,no,no,other,no,no,buul tent metal_frame,1,50,no,no, , , ,no,no,no, ,no, ,0,0,1,0, , ,1, ,no,no,no,no,no, , , , , , , , , ,10,6,never,none, , ,no, ,market,no, , ,cholera_awd malaria,1,yes,42376,malaria, ,no, , ,no, , ,friends_family community_leader,1,missing_persons security,no,no,none,none,4.742081412265286 45.21020269559735 143.65104050698764 4.0,4.742081412,45.2102027,yes,yes,yes, ,no, , , 
43003,gatekeeper ,0,yes,idp,female,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Najax,peri_urban,planned_site,191,380,yes,50,50,50,50,50,50,20,20,20,20,250,20,20,20,20,191,191,0,0,0,0,50,yes,no,yes,no,42979,42979,community_leader, ,residents,1,0,0,0,0,private, ,business, ,formal,community,written,no, ,no,cash,0,no, ,yes,lower_shabelle,conflict_community, ,bay,conflict_community,1, ,bakool,conflict_community,0,15,12,15,2,no,no,no,0,yes,no,no,nat_police,no,no,buul,1,191,no,no, , , ,no,no,no, ,yes,15,1,1,0,0,1,1, , ,no,no,no,no,no, , , , , , , , , , ,5,weekly,none, , ,no, ,borrowing,no, , ,cholera_awd,1,yes,42979,cholera_awd, ,no, , ,no, , ,friends_family,1,missing_persons food water shelter,no,no,somali_maay,somali_standard,2.067345 45.233781666666665 175.8 5.0,2.067345,45.23378167,yes,yes,yes, ,yes, , , 
42997,camp_manager ,0,yes,hc,male,banadir,mogadishu_daynile,NA-3807-Z08-001, , ,Sabaxal kheyr,urban,spontaneous_site,105,420,no, , , , , , , , , , ,200,50,70,40,60,105,100,0,5,0,0,20,yes,no,yes,yes,42795,42917,no_management, ,residents womens elder_meeting wash,1,1,1,1,0,private, ,host, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,lower_shabelle,conflict_community conflict_surrounding drought, ,bay,drought,0, ,bakool,drought,0,2,0,4,1, ,yes,no, ,yes,no,no,informal_sec,no,no,buul,1,70,no,no, , , ,no,no,no, ,yes,60,0,0,1,0, , ,1, ,no,yes,no,yes,no, , , , , , , , , ,10,7,weekly,none, , ,no, ,household,no, , ,cholera_awd malaria polio diphtheria,1,yes,42948,diphtheria, ,no, , ,no, , ,friends_family religious_leader radio,1,food health security contact_aid water shelter,no,no,somali_maay,somali_standard,2.0743735747214878 45.22975484950101 102.65920009830275 4.0,2.074373575,45.22975485,yes,yes,yes, ,yes, , , 
43040,community_leader,,yes,idp,female,lower_shabelle,afgooye,Carbiska,,,Mustaxil,rural,spontaneous_site,50,300,no,,,,,,,,,,,130,50,80,15,25,0,50,0,0,0,0,7,yes,no,yes,yes,39965,40026,no_management,,elder_meeting,0,0,1,0,0,private,,business,,none,,,,,no,no_rent,,no,,no,bakool,conflict_community drought, ,,,0, ,,,0,15,7,8,3,no,no,no,,yes,no,no,none,yes,no,buul cgi,1,80,yes,yes,emergency,1,,yes,yes,yes,20,yes,5,0,0,3,0,0,0,3,0,no,yes,no,yes,yes,yes,,0,0,0,0,,kiosk,,5,7,never,none,,,yes,15,market,yes,10,no,polio diphtheria,0,yes,43282,malaria,,yes,30,secondary quranic,yes,20,otp,friends_family radio,1,food health contact_aid water,yes,no,somali_standard,somali_maay,2.109618333333333 45.15654833333333 85.7 4.9,2.109618333,45.15654833,yes,yes,yes,no,yes,no,,
43039,gatekeeper,,yes,idp,female,lower_shabelle,afgooye,Xaawo-Cabdi,,,Baal Dheere,peri_urban,spontaneous_site,25,150,no,,,,,,,,,,,100,15,20,8,7,0,25,0,0,0,0,25,yes,no,yes,no,42278,42309,no_management,,residents,1,0,0,0,0,private,,host,,informal,community,,no,,no,no_rent,,yes,42491,no,bay,drought, ,,,0, ,,,5,0,0,3,0,no,no,no,,yes,no,no,clan,yes,no,buul,1,25,no,no,,,,no,no,no,,yes,20,0,0,3,0,0,0,3,0,no,yes,no,no,yes,yes,,0,0,0,0,,tank_tap,,30,7,never,none,,,yes,40,market,no,,,cholera_awd,1,yes,42430,cholera_awd,,no,,,no,,,friends_family radio,1,food health water,no,no,somali_maay,somali_standard,2.08729704 45.18192516 105.0 5.0,2.08729704,45.18192516,,,,,yes,,,
42992,elder ,0,yes,idp,male,bay,baidoa,NA-3801-Y31-005, , ,Awal barwaaqo,urban,spontaneous_site,270,1043,no, , , , , , , , , , ,457,243,321,13,9,270,270,0,0,0,0,18,yes,no,yes,no,41275,41276,residents, ,residents womens elder_meeting,1,1,1,0,0,private, ,host, ,formal,community,written,yes,44682,yes,no_rent, ,no, ,no,bay,drought, ,bakool,drought no_livelihoods,0, , , , , , ,5, ,no,no,no, ,yes,no,no,nat_police, ,no,buul,1,270,no,yes,emergency,1, ,no,no,no, ,yes,120,0,0,6,0, , ,6, ,no,yes,no,no,no, , , , , , , , , ,30,6,more_month,none, , ,no, ,borrowing,yes,5,no,malaria,0,no,42741,malaria, ,yes,5,primary quranic,no, , ,community_leader radio,0,food water shelter,no,no,somali_maay,somali_benaadir bravanese,3.1389448698610067 43.66902996785939 439.0 5.0,3.13894487,43.66902997,yes,yes,yes,yes,no,no, , 
43001,elder ,0,yes,idp,male,hiraan,belet_weyne,NB-3815-G05-001, , ,Calowlo,urban,spontaneous_site,150,750,no,0,0,0,0,0,0,0,0,0,0,275,145,276,0,0,150,150,0,0,0,0,20,no,yes,yes,no,40915,40920,residents, ,residents,1,0,0,0,0,private, ,business, ,formal,community,verbal,no, ,no,cash, ,no, ,no,hiraan,conflict_community, ,bakool,conflict_community drought,1, ,galgaduud,conflict_community,1,10,10,10,10,no,no,yes, ,yes,no,no,clan,no,no,buul tent timber_plastic,1,130,no,no, , , ,no,no,no, ,yes,10,0,0,3,0, , ,3, ,no,no,no,no,no, , , , , , , , , ,15,6,never,inkind cash,monthly,42970,yes,20,assistance,no, , ,cholera_awd malaria,1,yes,42378,cholera_awd, ,no, , ,no, , ,friends_family,1,missing_persons food health,no,no,somali_standard,somali_benaadir,4.747155620905486 45.21275277240484 152.8499518260865 4.0,4.747155621,45.21275277,yes,yes,yes, ,no, , , 
42997,gatekeeper ,0,no,idp,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Cosob 1,urban,planned_site,250,2222,no, , , , , , , , , , ,630,322,450,380,440,250,250,0,0,0,0,5,yes,no,no,no,41760,42644,no_management, ,residents womens,1,1,0,0,0,private, ,business, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,lower_shabelle,conflict_community, , , , , , , ,0,0,0,0,0,no,no,yes, ,no,yes,no,clan, ,no,buul tent,1,230,no,no, , , ,no,no,no, ,yes,53,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,63,7,monthly,none, , ,no, ,market,no, , ,malaria,0,no,42248,cholera_awd, ,no, , ,no, , ,religious_leader community_leader aid_worker,0,missing_persons food security water,no,no,somali_standard,somali_maay,2.061515 45.254243333333335 93.7 4.2,2.061515,45.25424333,yes,yes,yes, ,yes, , , 
43002,community_leader ,0,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Bulsho (Dalhiska),urban,spontaneous_site,150,900,no, , , , , , , , , , ,530,130,180,20,40,150,149,0,0,1,0,30,yes,no,yes,no,42736,42741,no_management, ,residents,1,0,0,0,0,private, ,business, ,informal,community, ,no, ,no,cash, ,no, ,no,lower_juba,conflict_surrounding drought, ,middle_juba,conflict_surrounding drought,0, , , , ,25,10,10,5,no,no,yes, ,yes,yes,no,clan,no,no,buul tent wattle_daub,1,170,yes,no, , , ,yes,no,yes,15,yes,240,0,0,15,0, , ,0, ,no,no,no,no,yes,yes, , , , , , ,unprotected_well, ,15,7,monthly,none, , ,yes,5,market,no, , ,cholera_awd malaria,1,yes,42738,cholera_awd, ,no, , ,no, , ,friends_family radio,1,food health contact_aid water shelter,no,no,somali_standard,somali_maay mushunguli,-0.3405830341750125 42.559907439758874 -2.867736670598604 4.0,-0.340583034,42.55990744,yes,yes,yes, ,yes, , , 
42999,community_leader ,0,yes,hc,female,gedo,doolow,NB-3813-W02-001, , ,Gedqalooc,rural,spontaneous_site,72,432,no, , , , , , , , , , ,250,50,50,32,50,10,10,0,0,0,62,10,yes,no,yes,no,38534,42887,residents, ,residents,1,0,0,0,0,other,Community owned, , ,none, , , , ,yes,no_rent, ,no, ,no,bakool,conflict_community conflict_surrounding drought, ,bay,conflict_community conflict_surrounding drought,1, ,gedo,conflict_community conflict_surrounding drought, , , , , , ,no,no, ,yes,no,no,nat_police, ,no,buul,1,7,no,no, , , ,no,no,no, ,yes,5,0,0,5,0, , ,3, ,no,yes,yes,yes,no, , , , , , , , , ,300,7,weekly,none, , ,no, ,dnk,no, , ,cholera_awd,1,yes,42887,cholera_awd, ,no, , ,no, , ,friends_family radio,1,missing_persons food access_id,no,no,somali_maay,somali_benaadir,4.149670549982082 42.13031360900844 140.60860665622315 4.0,4.14967055,42.13031361,yes,yes,yes,0,no, , , 
42995,camp_manager ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,tabeelaha,Abajii,urban,spontaneous_site,70,500,no, , , , , , , , , , ,300,50,100,20,30,70,70,0,0,0,0,30,yes,no,no,yes,42125,42644,no_management, ,none,0,0,0,0,0,private, ,dnk, ,none, , , , ,no,no_rent, ,no, ,no,lower_shabelle,floods drought no_livelihoods, ,bakool,threats floods drought,0, ,bay,conflict_community conflict_surrounding floods drought no_livelihoods,15,30,0,2,1,no,no,no, ,yes,yes,no,informal_sec,yes,no,buul,1,70,no,no, , , ,yes,yes,yes,10,yes,20,0,0,5,0, , ,3, ,no,no,no,yes,no, , , , , , , , , ,30,4,daily,none, , ,yes,30,borrowing,no, , ,cholera_awd malaria,1,yes,42583,cholera_awd, ,no, , ,no, , ,religious_leader community_leader aid_worker,0,food health water shelter,no,no,somali_standard,somali_maay,2.06735412751642 45.2583973069197 61.999329286860274 4.0,2.067354128,45.25839731,yes,yes,yes, ,no, , , 
42998,  Chairman,Chairman,yes,idp,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Degan,peri_urban,planned_site,160,700,no, , , , , , , , , , ,350,100,100,50,100,160,160,0,0,0,0,30,yes,no,no,no,42736,42856,no_management, ,residents womens,1,1,0,0,0,private, ,diaspora, ,informal,community, ,no, ,no,no_rent, ,no, ,no,bay,conflict_community drought, ,lower_shabelle,conflict_community drought no_livelihoods,1, ,bakool,conflict_community drought,8,15,20,10,6,yes,yes,yes, ,yes,no,no,nat_army,yes,no,buul timber_plastic,1,160,no,no, , , ,yes,no,no, ,yes,120,0,0,3,0, , ,3, ,no,no,no,no,yes,yes, , , , , , ,kiosk, ,60,7,daily,none, , ,yes,60,market,no, , ,cholera_awd malaria,1,yes,42856,cholera_awd, ,yes,3,quranic,no, , ,religious_leader radio,0,food health water,no,no,somali_maay,somali_standard,2.068076666666667 45.244703333333334 109.4 3.0,2.068076667,45.24470333,yes,yes,yes, ,yes, , , 
42996,  Chairman,Chairman,yes,idp,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Kurtunwaarey,peri_urban,planned_site,60,130,no, , , , , , , , , , ,80,15,25,5,5,60,60,0,0,0,0,10,no,no,yes,yes,42614,42614,no_management, ,residents womens,1,1,0,0,0,private, ,host, ,informal,community, ,no, ,no,no_rent, ,no, ,yes,bakool,conflict_community drought, ,bay,conflict_community drought,1, ,lower_shabelle,conflict_community drought no_livelihoods,0,10,1,0,0,no,no,yes, ,yes,yes,no,nat_army,yes,no,buul timber_plastic,1,50,no,no, , , ,no,no,yes,15,yes,18,0,0,4,0, , ,4, ,no,no,no,yes,yes,yes, , , , , , ,kiosk, ,10,7,daily,none, , ,yes,120,market,no, , ,cholera_awd malaria,1,yes,42979,cholera_awd, ,yes,3,quranic,no, , ,friends_family,1,food health water,no,no,somali_maay,somali_standard,2.0533799999999998 45.263299999999994 121.5 5.0,2.05338,45.2633,yes,yes,yes, ,yes, , , 
42994,camp_manager ,0,yes,idp,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Kahda-Bulo Khalif,urban,planned_site,97,300,no, , , , , , , , , , ,50,50,50,50,100,97,97,0,0,0,0,30,yes,yes,no,no,42826,42826,residents, ,residents,1,0,0,0,0,private, ,dnk, ,dnk, , , , ,no,no_rent, ,no, ,no,lower_juba,conflict_community drought, ,lower_shabelle,conflict_community drought,1, ,bay,conflict_community drought,0,0,0,5,0,no,no,no,0,yes,no,no,clan, ,no,buul timber_plastic,1,150,no,no, , , ,yes,yes,no, ,yes,5,0,0,2,0, , ,2, ,no,yes,yes,no,yes,yes, , , , , , ,tank_tap, ,5,7,weekly,none, , ,no, ,market,no, , ,cholera_awd,1,no,42948,cholera_awd, ,yes,5,quranic,no, , ,friends_family,1,food water,no,no,somali_maay,somali_standard,2.0536416666666666 45.26033 94.1 4.8,2.053641667,45.26033,yes,yes,yes, ,yes, , , 
43005,community_leader ,0,yes,idp,male,hiraan,belet_weyne,NB-3815-G05-001, , ,Doondheer,urban,spontaneous_site,50,100,yes,20,20,10,10,10,10,10,10,0,0,70,10,10,0,0,50,50,0,0,0,0,45,yes,yes,yes,yes,40184,40186,no_management, ,residents,1,0,0,0,0,private, ,business, ,informal,community, ,no, ,no,cash, ,no, ,no,hiraan,conflict_community floods drought no_livelihoods, ,bay,conflict_community floods drought no_livelihoods,1, ,banadir,floods drought no_livelihoods, , , ,2,1,yes,no,yes, ,yes,yes,no,clan, ,no,buul tent timber_plastic,1,97,no,no, , , ,no,yes,yes,20,yes,10,0,0,3,0, , ,3, ,no,no,yes,no,no, , , , , , , , , ,20,5,never,inkind,monthly,42241,yes,20,assistance,no, , ,cholera_awd malaria,1,yes,42372,cholera_awd, ,no, , ,no, , ,friends_family,1,missing_persons food health,no,yes,somali_standard,somali_benaadir,4.761297618794143 45.19274114676025 159.67121403410636 4.0,4.761297619,45.19274115,yes,yes,yes, ,no, , , 
42996,  Deputy chair,Deputy chair,yes,idp,female,banadir,mogadishu_kahda,other,NA-3807-Z08-001,Kaxda,Darusalaam ,urban,spontaneous_site,40,240,no, , , , , , , , , , ,120,45,60,5,10,37,35,2,0,0,3,10,no,no,no,no,41883,42979,no_management, ,residents womens,1,1,0,0,0,private, ,host, ,informal,family, ,no, ,yes,goods_aid, ,no, ,no,bay,conflict_community drought, ,gedo,conflict_community drought,1, ,lower_shabelle,conflict_community conflict_surrounding drought,0,15,0,1,0,no,no,no,0,yes,no,no,nat_police,no,no,buul timber_plastic,1,50,no,no, , , ,no,no,yes,35,no, ,0,0,4,0, , ,4, ,no,yes,no,no,yes,yes, , , , , , ,burkad, ,35,5,daily,none, , ,no, ,market,no, , ,cholera_awd malaria polio diphtheria,1,no,42979,cholera_awd, ,yes,3,quranic,no, , ,friends_family aid_worker radio,1,missing_persons food water shelter,no,no,somali_maay,somali_standard,2.0534899999999996 45.26907666666666 53.4 5.0,2.05349,45.26907667,yes,no,yes, ,yes, , , 
43029,community_leader,,yes,idp,male,woqooyi_galbeed,hargeysa,Hargeysa,,,Istanbuul B,urban,spontaneous_site,410,2460,no,,,,,,,,,,,1200,300,500,200,260,0,390,20,0,0,0,20,no,no,no,no,40452,40452,residents,,residents womens,1,1,0,0,0,private,,business,,none,,,,,yes,no_rent,,yes,42948,no,woqooyi_galbeed,drought, ,,,0, ,,,0,20,3,15,10,no,no,yes,,yes,yes,no,nat_police,yes,no,buul,1,420,no,no,,,,no,no,yes,45,yes,60,0,0,0,0,0,0,0,0,,,no,no,yes,yes,,0,0,0,0,,tank_tap,,5,5,never,inkind meals,less_frequent,42633,no,,market,no,,,cholera_awd other,1,yes,42948,other,Common cold,no,,,no,,,radio,0,food health water shelter,yes,yes,somali_standard,none,9.579023509692153 44.08882411491356 1261.5498233578887 4.0,9.57902351,44.08882411,yes,yes,yes,,yes,,,
42995,community_leader ,0,yes,idp,male,mudug,galkaacyo_north,NB-3808-F21-003, , ,Alla aamin 1 A,rural,spontaneous_site,218,550,no, , , , , , , , , , ,200,110,200,20,20,218,218,0,0,0,0,0,yes,no,yes,no,42370,42370,ingo,"DRC,PMW and NRC",womens elder_meeting wash health childrens,0,1,1,1,1,local_authority, , , ,formal,community,written,no, ,yes,no_rent, ,no, ,no,bay,conflict_community conflict_surrounding conflict_other drought no_livelihoods, ,bakool,conflict_community conflict_surrounding conflict_other drought no_livelihoods,1, ,lower_shabelle,conflict_community conflict_surrounding conflict_other drought no_livelihoods, ,10, ,7,6,no,no,no, ,yes,no,yes,informal_sec,yes,no,buul tent,1,218,no,no, , , ,no,no,no, ,yes,30,0,0,30,0, , ,30, ,no,yes,no,yes,yes,yes, , , , , , ,tank, ,5,7,daily,none, , ,no, ,market,no, , ,cholera_awd malaria,1,yes,42736,cholera_awd, ,no, , ,no, , ,friends_family radio,1,food health water shelter,no,no,somali_maay,somali_standard,6.8098149999999995 47.404136666666666 300.4 5.0,6.809815,47.40413667,yes,yes,yes, ,yes, , , 
42997,  Deputy chair,Deputy chair,yes,idp,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Mushaani,peri_urban,planned_site,180,310,no, , , , , , , , , , ,150,50,70,10,30,180,180,0,0,0,0,50,yes,no,yes,yes,42522,42948,no_management, ,residents womens,1,1,0,0,0,private, ,host, ,none, , , , ,no,no_rent, ,no, ,yes,lower_shabelle,conflict_community drought, ,bay,conflict_community drought,1, ,middle_shabelle,conflict_community drought,50,60,5,3,0,no,no,yes, ,yes,no,yes,nat_army,yes,no,buul timber_plastic,1,175,no,no, , , ,no,no,no, ,yes,20,0,0,2,0, , ,2, ,no,no,no,no,yes,yes, , , , , , ,kiosk, ,15,7,daily,none, , ,yes,18,market,no, , ,cholera_awd malaria,1,yes,42917,cholera_awd, ,yes,5,quranic,no, , ,friends_family,1,food health water,no,no,somali_maay,somali_standard,2.056615 45.26784333333333 99.1 3.2,2.056615,45.26784333,yes,yes,yes, ,yes, , , 
43003,community_leader ,0,yes,idp,male,hiraan,belet_weyne,NB-3815-G05-001, , ,Hila kalyo ,urban,spontaneous_site,100,550,yes,80,100,20,50,80,100,40,60,0,20,330,40,60,0,20,100,100,0,0,0,0,20,no,yes,yes,yes,42009,42010,residents, ,residents,1,0,0,0,0,private, ,business, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,hiraan,floods drought no_livelihoods, ,bakool,floods drought no_livelihoods,0, ,banadir,floods drought no_livelihoods, , , , , ,no,no,no, ,yes,no,no,clan, ,no,buul tent timber_plastic,1,480,no,no, , , ,no,no,no, ,yes,20,0,0,0,0, , , , ,no, ,no,no,yes,yes, , , , , , ,river, ,30,4,never,inkind,monthly,42638,yes,15,assistance,no, , ,cholera_awd malaria,1,yes,42372,cholera_awd, ,no, , ,no, , ,friends_family,1,missing_persons food health,no,yes,somali_standard,somali_benaadir,4.79205623340632 45.23088731006738 153.18079401964516 4.0,4.792056233,45.23088731,yes,yes,yes, ,no, , , 
42991,community_leader gatekeeper ,0,yes,idp,male,bay,baidoa,NA-3801-Y31-008, , ,Xaliimey,urban,planned_site,160,1600,no, , , , , , , , , , ,500,350,450,150,150,160,160,0,0,0,0,30,no,no,yes,no,42737,42741,local_authority, ,womens elder_meeting,0,1,1,0,0,not_known, , , , , , , , ,no,no_rent, ,no, ,no,bay,drought, ,bakool,drought,0, ,gedo,drought,20,40,15,3, ,no,no,no, ,yes,no,no,none,no,no,buul,1,160,no,no, , , ,no,no,no, ,no, ,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,120,4,never,none, , ,no, ,assistance,no, , ,malaria,0,yes,42739,cholera_awd, ,no, , ,no, , ,friends_family religious_leader radio,1,food health water,no,no,somali_maay,none,3.134816523389281 43.66476677991468 437.6984897188938 4.0,3.134816523,43.66476678,yes,yes,yes, ,no, , , 
